Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Richmond/Norfolk,Weekly,"2019-04-21 00:00:00",Organic,1.520000000,14491.58,182.19,2574.73,15.87,11718.79,10786.24,932.55,0.00
Roanoke,Weekly,"2019-04-21 00:00:00",Organic,1.640000000,5661.50,43.81,1992.86,0.00,3624.83,2932.26,692.57,0.00
Sacramento,Weekly,"2019-04-21 00:00:00",Organic,1.650000000,18052.08,6267.83,6634.70,0.00,5149.55,5149.55,0.00,0.00
"San Diego",Weekly,"2019-04-21 00:00:00",Organic,1.650000000,24436.91,2334.00,12338.81,0.00,9764.10,9754.62,9.48,0.00
"San Francisco",Weekly,"2019-04-21 00:00:00",Organic,2.110000000,39335.99,13548.52,13207.91,0.00,12579.56,12579.56,0.00,0.00
Seattle,Weekly,"2019-04-21 00:00:00",Organic,1.370000000,125700.89,929.91,29415.40,572.99,94782.59,4298.80,90473.66,10.13
"South Carolina",Weekly,"2019-04-21 00:00:00",Organic,2.090000000,10875.15,143.47,4740.86,24.97,5965.85,3956.30,2009.55,0.00
"South Central",Weekly,"2019-04-21 00:00:00",Organic,1.480000000,169780.29,36745.45,5735.79,2984.94,124314.11,90933.57,33380.54,0.00
Southeast,Weekly,"2019-04-21 00:00:00",Organic,1.680000000,54246.55,2107.11,14106.38,30.06,38003.00,26537.95,11465.05,0.00
Spokane,Weekly,"2019-04-21 00:00:00",Organic,2.150000000,5666.77,127.23,1927.92,0.00,3611.62,1112.46,2499.16,0.00
"St. Louis",Weekly,"2019-04-21 00:00:00",Organic,2.090000000,7873.22,1255.79,1387.14,0.00,5230.29,5230.29,0.00,0.00
Syracuse,Weekly,"2019-04-21 00:00:00",Organic,1.900000000,3362.99,208.62,254.39,0.00,2899.98,2482.24,417.74,0.00
Tampa,Weekly,"2019-04-21 00:00:00",Organic,1.260000000,1877.26,150.21,0.00,0.00,1727.05,1727.05,0.00,0.00
"Total U.S.",Weekly,"2019-04-21 00:00:00",Organic,1.700000000,1429845.48,157817.12,317961.48,4693.07,949314.83,691028.63,258272.92,13.28
West,Weekly,"2019-04-21 00:00:00",Organic,1.680000000,329862.56,22572.56,72495.14,1437.77,233357.09,88250.20,145093.61,13.28
"West Tex/New Mexico",Weekly,"2019-04-21 00:00:00",Organic,1.700000000,15161.20,1513.15,1523.51,1914.47,10210.07,8834.33,1375.74,0.00
Albany,Weekly,"2019-04-28 00:00:00","Conventional ",1.470000000,92531.61,3985.81,75404.18,272.95,12868.67,7533.62,5325.05,10.00
Atlanta,Weekly,"2019-04-28 00:00:00","Conventional ",1.260000000,627503.83,264200.94,28737.32,4040.07,330525.50,258522.75,62117.02,9885.73
Baltimore/Washington,Weekly,"2019-04-28 00:00:00","Conventional ",1.510000000,902666.00,102025.82,439423.42,10728.27,350488.49,234937.15,114634.68,916.66
Boise,Weekly,"2019-04-28 00:00:00","Conventional ",1.660000000,87945.83,42622.02,3623.19,12371.22,29329.40,18363.50,10274.44,691.46
Boston,Weekly,"2019-04-28 00:00:00","Conventional ",1.670000000,502404.17,9770.13,383833.25,3082.82,105717.97,88962.25,16752.39,3.33
Buffalo/Rochester,Weekly,"2019-04-28 00:00:00","Conventional ",1.550000000,151286.09,9364.71,79093.60,421.00,62406.78,35850.97,26199.14,356.67
California,Weekly,"2019-04-28 00:00:00","Conventional ",1.570000000,5379235.58,1764492.06,1649463.94,159458.67,1805820.91,1570663.53,96843.75,138313.63
Charlotte,Weekly,"2019-04-28 00:00:00","Conventional ",1.420000000,287912.97,114836.06,53839.96,6653.28,112583.67,100541.01,11660.46,382.20
Chicago,Weekly,"2019-04-28 00:00:00","Conventional ",1.740000000,558630.25,106600.92,270368.32,33562.08,148098.93,85645.92,62299.71,153.30
Cincinnati/Dayton,Weekly,"2019-04-28 00:00:00","Conventional ",1.150000000,277950.98,48747.22,21817.12,16070.65,191315.99,167041.73,24164.36,109.90
Columbus,Weekly,"2019-04-28 00:00:00","Conventional ",1.280000000,167846.53,45176.53,22113.89,3033.01,97523.10,67342.77,29884.00,296.33
"Dallas/Ft. Worth",Weekly,"2019-04-28 00:00:00","Conventional ",1.040000000,1388502.05,655063.07,205389.32,24081.03,503968.63,393513.87,108952.86,1501.90
Denver,Weekly,"2019-04-28 00:00:00","Conventional ",1.220000000,836648.20,175795.69,145397.10,24143.64,491311.77,167027.03,320543.35,3741.39
Detroit,Weekly,"2019-04-28 00:00:00","Conventional ",1.440000000,314082.23,59260.29,51883.00,47798.96,155139.98,113141.76,33321.08,8677.14
"Grand Rapids",Weekly,"2019-04-28 00:00:00","Conventional ",1.650000000,155775.05,4803.96,59461.92,48216.98,43292.19,29048.99,4075.58,10167.62
"Great Lakes",Weekly,"2019-04-28 00:00:00","Conventional ",1.420000000,3132985.45,551264.21,907692.90,242184.50,1431843.84,948721.10,441379.57,41743.17
Harrisburg/Scranton,Weekly,"2019-04-28 00:00:00","Conventional ",1.360000000,308067.28,71864.84,116140.41,782.20,119279.83,109093.39,9243.10,943.34
Hartford/Springfield,Weekly,"2019-04-28 00:00:00","Conventional ",1.610000000,239335.76,6513.34,177209.60,975.95,54636.87,44256.24,10380.63,0.00
Houston,Weekly,"2019-04-28 00:00:00","Conventional ",1.030000000,1195255.70,540502.92,109256.88,44362.78,501133.12,134479.70,366356.22,297.20
Indianapolis,Weekly,"2019-04-28 00:00:00","Conventional ",1.280000000,188586.20,29642.11,58710.26,5737.44,94496.39,65925.30,27574.96,996.13
Jacksonville,Weekly,"2019-04-28 00:00:00","Conventional ",1.440000000,225446.96,90278.31,8261.28,937.36,125970.01,37809.46,88113.88,46.67
"Las Vegas",Weekly,"2019-04-28 00:00:00","Conventional ",1.330000000,298337.95,80679.02,76450.98,10177.47,131030.48,85084.15,45716.18,230.15
"Los Angeles",Weekly,"2019-04-28 00:00:00","Conventional ",1.460000000,2463023.24,869852.85,365378.84,102453.23,1125338.32,970863.43,45964.17,108510.72
Louisville,Weekly,"2019-04-28 00:00:00","Conventional ",1.480000000,96304.46,17402.32,14715.31,227.12,63959.71,34118.69,29641.02,200.00
"Miami/Ft. Lauderdale",Weekly,"2019-04-28 00:00:00","Conventional ",1.410000000,920151.55,371927.16,32226.52,7895.32,508102.55,123205.13,384894.09,3.33
Midsouth,Weekly,"2019-04-28 00:00:00","Conventional ",1.400000000,3553603.16,1057751.44,926648.00,36751.77,1532451.95,1126464.74,401553.38,4433.83
Nashville,Weekly,"2019-04-28 00:00:00","Conventional ",1.220000000,255401.17,110286.95,7902.57,628.28,136583.37,97194.93,39231.77,156.67
"New Orleans/Mobile",Weekly,"2019-04-28 00:00:00","Conventional ",1.270000000,313558.82,186406.03,19681.14,1086.52,106385.13,55137.42,47137.71,4110.00
"New York",Weekly,"2019-04-28 00:00:00","Conventional ",1.490000000,1522153.51,56160.25,984031.33,15339.32,466622.61,348047.93,118461.35,113.33
Northeast,Weekly,"2019-04-28 00:00:00","Conventional ",1.510000000,4305016.22,289951.96,2695381.02,27325.02,1292358.22,973717.32,315824.24,2816.66
"Northern New England",Weekly,"2019-04-28 00:00:00","Conventional ",1.390000000,460535.75,8252.85,401163.96,510.14,50608.80,25965.10,24637.03,6.67
Orlando,Weekly,"2019-04-28 00:00:00","Conventional ",1.330000000,507893.37,237371.82,15390.22,5512.62,249618.71,97313.11,152305.60,0.00
Philadelphia,Weekly,"2019-04-28 00:00:00","Conventional ",1.590000000,456571.61,38706.33,223208.78,2821.94,191834.56,160572.32,31005.58,256.66
Phoenix/Tucson,Weekly,"2019-04-28 00:00:00","Conventional ",1.170000000,974675.70,358197.56,210504.44,20858.20,385115.50,211415.05,172117.12,1583.33
Pittsburgh,Weekly,"2019-04-28 00:00:00","Conventional ",1.270000000,139404.45,39504.74,18036.62,2357.84,79505.25,45052.26,34219.66,233.33
Plains,Weekly,"2019-04-28 00:00:00","Conventional ",1.340000000,1884535.56,739115.40,546238.87,36384.78,562796.51,426874.08,76123.21,59799.22
Portland,Weekly,"2019-04-28 00:00:00","Conventional ",1.690000000,486741.92,81061.54,172503.70,25446.94,207729.74,113814.77,92710.02,1204.95
Raleigh/Greensboro,Weekly,"2019-04-28 00:00:00","Conventional ",1.370000000,374611.56,167087.01,58563.53,7438.16,141522.86,120207.55,21131.97,183.34
Richmond/Norfolk,Weekly,"2019-04-28 00:00:00","Conventional ",1.390000000,277444.85,76994.56,71405.03,2117.22,126928.04,96599.20,30319.23,9.61
Roanoke,Weekly,"2019-04-28 00:00:00","Conventional ",1.390000000,163275.73,46550.22,30294.56,195.57,86235.38,57015.50,29088.47,131.41
Sacramento,Weekly,"2019-04-28 00:00:00","Conventional ",1.780000000,415450.30,122478.07,210230.76,3049.88,79691.59,65684.34,11536.91,2470.34
"San Diego",Weekly,"2019-04-28 00:00:00","Conventional ",1.540000000,455748.49,105197.72,149474.54,20522.14,180554.09,163756.17,14393.69,2404.23
"San Francisco",Weekly,"2019-04-28 00:00:00","Conventional ",1.810000000,816181.17,208764.60,440306.71,9315.40,157794.46,143617.24,9509.04,4668.18
Seattle,Weekly,"2019-04-28 00:00:00","Conventional ",1.820000000,451560.65,102232.02,141442.45,1916.19,205969.99,112428.87,91681.72,1859.40
"South Carolina",Weekly,"2019-04-28 00:00:00","Conventional ",1.370000000,462692.97,219694.03,44442.86,2767.35,195788.73,139382.18,51643.22,4763.33
"South Central",Weekly,"2019-04-28 00:00:00","Conventional ",1.110000000,6305919.00,3130036.62,861594.70,194416.97,2119870.71,1269394.18,840283.88,10192.65
Southeast,Weekly,"2019-04-28 00:00:00","Conventional ",1.340000000,4906165.82,2215461.34,222407.96,31913.51,2436383.01,1140181.61,1256162.82,40038.58
Spokane,Weekly,"2019-04-28 00:00:00","Conventional ",1.650000000,81003.94,24890.78,23688.36,74.00,32350.80,18717.83,13596.31,36.66
"St. Louis",Weekly,"2019-04-28 00:00:00","Conventional ",1.310000000,194705.99,91309.89,11943.36,999.77,90452.97,75081.39,7254.08,8117.50
Syracuse,Weekly,"2019-04-28 00:00:00","Conventional ",1.520000000,70747.27,3649.73,44083.94,101.00,22912.60,12317.18,10592.09,3.33
Tampa,Weekly,"2019-04-28 00:00:00","Conventional ",1.360000000,542202.19,229484.93,17824.97,4192.37,290699.92,103299.43,187397.16,3.33
"Total U.S.",Weekly,"2019-04-28 00:00:00","Conventional ",1.370000000,35223603.67,11547044.33,9044580.00,908429.44,13723549.90,8751301.61,4661547.01,310701.28
West,Weekly,"2019-04-28 00:00:00","Conventional ",1.360000000,5756142.82,1798971.32,1235152.61,179994.22,2542024.67,1295284.95,1233376.17,13363.55
"West Tex/New Mexico",Weekly,"2019-04-28 00:00:00","Conventional ",1.160000000,838724.22,473466.52,79286.84,66983.85,218987.01,170180.10,48756.91,50.00
Albany,Weekly,"2019-04-28 00:00:00",Organic,1.870000000,2524.23,146.59,658.89,0.00,1718.75,1712.08,6.67,0.00
Atlanta,Weekly,"2019-04-28 00:00:00",Organic,1.890000000,19522.47,54.03,3432.69,0.00,16035.75,6464.76,9570.99,0.00
Baltimore/Washington,Weekly,"2019-04-28 00:00:00",Organic,1.780000000,35342.18,498.92,6193.60,17.63,28632.03,23063.18,5568.85,0.00
Boise,Weekly,"2019-04-28 00:00:00",Organic,2.210000000,3884.57,2.58,1368.75,0.00,2513.24,979.53,1533.71,0.00
Boston,Weekly,"2019-04-28 00:00:00",Organic,1.550000000,39445.33,117.42,3177.78,0.00,36150.13,16411.16,19738.97,0.00
Buffalo/Rochester,Weekly,"2019-04-28 00:00:00",Organic,1.530000000,21740.74,472.52,233.94,0.00,21034.28,15335.76,5698.52,0.00
California,Weekly,"2019-04-28 00:00:00",Organic,1.990000000,226428.79,48916.55,69142.04,0.00,108370.20,107635.05,735.15,0.00
Charlotte,Weekly,"2019-04-28 00:00:00",Organic,1.820000000,14679.69,89.11,5138.30,44.77,9407.51,9404.18,3.33,0.00
Chicago,Weekly,"2019-04-28 00:00:00",Organic,2.160000000,33591.66,441.72,5023.13,0.00,28126.81,28086.81,40.00,0.00
Cincinnati/Dayton,Weekly,"2019-04-28 00:00:00",Organic,1.910000000,13718.97,93.61,2873.51,0.00,10751.85,1766.99,8984.86,0.00
Columbus,Weekly,"2019-04-28 00:00:00",Organic,1.770000000,6724.86,485.98,1310.75,0.00,4928.13,3261.79,1666.34,0.00
"Dallas/Ft. Worth",Weekly,"2019-04-28 00:00:00",Organic,1.410000000,38073.48,7150.60,899.88,578.36,29444.64,20081.31,9363.33,0.00
Denver,Weekly,"2019-04-28 00:00:00",Organic,2.040000000,26422.21,5286.44,1266.65,2.29,19866.83,12566.61,7300.22,0.00
Detroit,Weekly,"2019-04-28 00:00:00",Organic,1.860000000,12706.83,561.27,2228.80,0.00,9916.76,5696.80,4219.96,0.00
"Grand Rapids",Weekly,"2019-04-28 00:00:00",Organic,1.550000000,8162.99,353.51,1009.78,0.00,6799.70,6786.44,13.26,0.00
"Great Lakes",Weekly,"2019-04-28 00:00:00",Organic,1.890000000,139158.39,4680.93,20505.72,0.00,113937.30,90459.70,23477.60,0.00
Harrisburg/Scranton,Weekly,"2019-04-28 00:00:00",Organic,1.760000000,7899.62,407.86,350.36,0.00,7141.40,4301.96,2839.44,0.00
Hartford/Springfield,Weekly,"2019-04-28 00:00:00",Organic,2.050000000,10621.29,328.36,8280.28,0.00,2012.65,2012.65,0.00,0.00
Houston,Weekly,"2019-04-28 00:00:00",Organic,1.580000000,34221.96,7883.23,101.08,0.00,26237.65,26016.33,221.32,0.00
Indianapolis,Weekly,"2019-04-28 00:00:00",Organic,1.870000000,5036.13,183.39,1066.91,0.00,3785.83,1889.93,1895.90,0.00
Jacksonville,Weekly,"2019-04-28 00:00:00",Organic,1.470000000,644.67,57.13,148.65,0.00,438.89,438.89,0.00,0.00
"Las Vegas",Weekly,"2019-04-28 00:00:00",Organic,2.000000000,10384.72,1057.93,1995.18,0.00,7331.61,5382.91,1948.70,0.00
"Los Angeles",Weekly,"2019-04-28 00:00:00",Organic,1.860000000,116663.91,20002.06,25719.30,0.00,70942.55,70301.77,640.78,0.00
Louisville,Weekly,"2019-04-28 00:00:00",Organic,1.970000000,2907.58,16.24,727.74,0.00,2163.60,1086.85,1076.75,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-04-28 00:00:00",Organic,1.350000000,3073.85,863.85,0.00,0.00,2210.00,2210.00,0.00,0.00
Midsouth,Weekly,"2019-04-28 00:00:00",Organic,1.840000000,139225.51,1207.39,36934.00,194.15,100889.97,82179.00,18710.97,0.00
Nashville,Weekly,"2019-04-28 00:00:00",Organic,1.890000000,4339.58,59.28,1019.62,0.00,3260.68,1627.03,1633.65,0.00
"New Orleans/Mobile",Weekly,"2019-04-28 00:00:00",Organic,1.680000000,1315.31,858.98,3.00,0.00,453.33,453.33,0.00,0.00
"New York",Weekly,"2019-04-28 00:00:00",Organic,2.120000000,71811.96,17927.20,19137.63,14.25,34732.88,30356.92,4375.96,0.00
Northeast,Weekly,"2019-04-28 00:00:00",Organic,1.790000000,240875.62,26271.90,43204.15,12.37,171387.20,120193.57,51193.63,0.00
"Northern New England",Weekly,"2019-04-28 00:00:00",Organic,1.570000000,26415.31,830.19,4619.82,0.00,20965.30,12719.05,8246.25,0.00
Orlando,Weekly,"2019-04-28 00:00:00",Organic,1.290000000,1886.38,144.15,0.00,0.00,1742.23,1742.23,0.00,0.00
Philadelphia,Weekly,"2019-04-28 00:00:00",Organic,1.890000000,16523.14,3101.94,3887.74,0.00,9533.46,6282.13,3251.33,0.00
Phoenix/Tucson,Weekly,"2019-04-28 00:00:00",Organic,2.130000000,12888.92,2224.38,3641.69,0.00,7022.85,6280.10,742.75,0.00
Pittsburgh,Weekly,"2019-04-28 00:00:00",Organic,1.550000000,11208.30,1518.55,3.59,0.00,9686.16,9686.16,0.00,0.00
Plains,Weekly,"2019-04-28 00:00:00",Organic,1.720000000,74061.46,6420.49,5872.47,1845.07,59923.43,54022.19,5901.24,0.00
Portland,Weekly,"2019-04-28 00:00:00",Organic,2.320000000,34889.73,808.89,10692.55,0.00,23388.29,2004.34,21376.34,7.61
Raleigh/Greensboro,Weekly,"2019-04-28 00:00:00",Organic,2.250000000,13916.54,61.25,5537.14,36.25,8281.90,8278.57,3.33,0.00
Richmond/Norfolk,Weekly,"2019-04-28 00:00:00",Organic,1.610000000,13814.43,88.75,2471.68,10.59,11243.41,9130.05,2113.36,0.00
Roanoke,Weekly,"2019-04-28 00:00:00",Organic,1.830000000,6073.25,27.19,1509.46,0.00,4536.60,3156.64,1379.96,0.00
Sacramento,Weekly,"2019-04-28 00:00:00",Organic,1.980000000,14419.00,4607.17,4970.72,0.00,4841.11,4841.11,0.00,0.00
"San Diego",Weekly,"2019-04-28 00:00:00",Organic,2.190000000,17804.51,4659.86,9498.90,0.00,3645.75,3626.89,18.86,0.00
"San Francisco",Weekly,"2019-04-28 00:00:00",Organic,2.230000000,36384.59,11702.48,11317.94,0.00,13364.17,13364.17,0.00,0.00
Seattle,Weekly,"2019-04-28 00:00:00",Organic,2.150000000,60529.85,810.77,19366.82,29.82,40322.44,2735.84,37569.31,17.29
"South Carolina",Weekly,"2019-04-28 00:00:00",Organic,2.030000000,14393.82,107.33,4593.35,22.41,9670.73,7107.15,2563.58,0.00
"South Central",Weekly,"2019-04-28 00:00:00",Organic,1.600000000,152930.14,29817.03,6153.35,3567.67,113392.09,86920.64,26471.45,0.00
Southeast,Weekly,"2019-04-28 00:00:00",Organic,1.800000000,60020.58,1675.83,12864.91,25.84,45454.00,27651.73,17802.27,0.00
Spokane,Weekly,"2019-04-28 00:00:00",Organic,2.180000000,5462.84,113.05,2126.64,0.00,3223.15,874.44,2346.34,2.37
"St. Louis",Weekly,"2019-04-28 00:00:00",Organic,2.010000000,12673.17,1347.55,2456.87,0.00,8868.75,8868.75,0.00,0.00
Syracuse,Weekly,"2019-04-28 00:00:00",Organic,1.510000000,8024.37,150.38,212.30,0.00,7661.69,7002.01,659.68,0.00
Tampa,Weekly,"2019-04-28 00:00:00",Organic,1.200000000,919.40,123.85,0.00,0.00,795.55,795.55,0.00,0.00
"Total U.S.",Weekly,"2019-04-28 00:00:00",Organic,1.880000000,1274892.87,139548.72,256526.13,6059.11,872724.47,639092.02,233603.06,29.39
West,Weekly,"2019-04-28 00:00:00",Organic,2.140000000,242192.34,20558.61,61849.49,413.99,159370.25,70030.12,89310.74,29.39
"West Tex/New Mexico",Weekly,"2019-04-28 00:00:00",Organic,2.080000000,12925.25,1368.37,2610.47,1390.08,7556.33,5006.95,2549.38,0.00
Albany,Weekly,"2019-05-05 00:00:00","Conventional ",1.150000000,176984.38,5508.48,157496.43,413.21,13566.26,8906.00,4313.59,346.67
Atlanta,Weekly,"2019-05-05 00:00:00","Conventional ",1.150000000,873982.68,354972.80,32077.27,4580.20,482352.41,380840.14,88417.31,13094.96
Baltimore/Washington,Weekly,"2019-05-05 00:00:00","Conventional ",1.300000000,1228664.18,139318.77,548835.91,12106.86,528402.64,302719.36,225669.94,13.34
Boise,Weekly,"2019-05-05 00:00:00","Conventional ",1.330000000,131321.29,73356.54,6677.54,10940.38,40346.83,16868.07,22956.56,522.20
Boston,Weekly,"2019-05-05 00:00:00","Conventional ",1.500000000,800271.25,13200.91,652416.50,3880.94,130772.90,118607.02,12165.88,0.00
Buffalo/Rochester,Weekly,"2019-05-05 00:00:00","Conventional ",1.440000000,195796.35,11712.07,98341.10,522.00,85221.18,68869.15,15732.03,620.00
California,Weekly,"2019-05-05 00:00:00","Conventional ",1.300000000,7658530.93,2588990.12,2594850.10,191206.31,2283484.40,1957970.66,169404.38,156109.36
Charlotte,Weekly,"2019-05-05 00:00:00","Conventional ",1.160000000,426132.67,167746.19,63959.67,7573.67,186853.14,172923.79,13071.83,857.52
Chicago,Weekly,"2019-05-05 00:00:00","Conventional ",1.480000000,753297.02,173812.31,348401.23,45084.05,185999.43,109090.96,73055.36,3853.11
Cincinnati/Dayton,Weekly,"2019-05-05 00:00:00","Conventional ",1.260000000,304183.13,76506.94,35144.12,10394.98,182137.09,161876.91,20190.30,69.88
Columbus,Weekly,"2019-05-05 00:00:00","Conventional ",1.040000000,282253.98,69692.29,37250.02,3070.08,172241.59,133556.21,36244.93,2440.45
"Dallas/Ft. Worth",Weekly,"2019-05-05 00:00:00","Conventional ",0.940000000,1685346.11,719151.75,289936.08,30277.15,645981.13,410354.68,229449.29,6177.16
Denver,Weekly,"2019-05-05 00:00:00","Conventional ",1.170000000,1085176.80,227495.88,182021.33,30262.20,645397.39,213786.65,426910.54,4700.20
Detroit,Weekly,"2019-05-05 00:00:00","Conventional ",1.190000000,569876.32,135084.48,62122.74,62464.35,310204.75,273121.94,24034.98,13047.83
"Grand Rapids",Weekly,"2019-05-05 00:00:00","Conventional ",1.500000000,209605.77,6545.50,95278.19,59047.44,48734.64,30948.95,5271.58,12514.11
"Great Lakes",Weekly,"2019-05-05 00:00:00","Conventional ",1.220000000,4642059.58,962732.22,1228636.81,298306.81,2152383.74,1521724.13,552566.29,78093.32
Harrisburg/Scranton,Weekly,"2019-05-05 00:00:00","Conventional ",1.380000000,349528.26,73212.69,148867.22,781.34,126667.01,112150.59,14289.76,226.66
Hartford/Springfield,Weekly,"2019-05-05 00:00:00","Conventional ",1.380000000,484454.84,10064.48,404305.24,1168.24,68916.88,58771.26,10142.29,3.33
Houston,Weekly,"2019-05-05 00:00:00","Conventional ",0.840000000,1751093.83,663667.69,290539.44,11329.29,785557.41,207353.85,576992.01,1211.55
Indianapolis,Weekly,"2019-05-05 00:00:00","Conventional ",1.090000000,286512.36,57160.17,71066.32,7030.61,151255.26,115331.86,30963.00,4960.40
Jacksonville,Weekly,"2019-05-05 00:00:00","Conventional ",1.430000000,296140.03,128614.00,10966.70,1569.62,154989.71,42159.36,112308.16,522.19
"Las Vegas",Weekly,"2019-05-05 00:00:00","Conventional ",1.210000000,438156.46,108125.21,109471.14,11686.41,208873.70,87104.89,121456.97,311.84
"Los Angeles",Weekly,"2019-05-05 00:00:00","Conventional ",1.270000000,3457682.69,1354074.30,443610.11,121758.11,1538240.17,1326371.59,88036.40,123832.18
Louisville,Weekly,"2019-05-05 00:00:00","Conventional ",1.200000000,155597.82,31841.88,16453.78,358.04,106944.12,70159.95,34876.40,1907.77
"Miami/Ft. Lauderdale",Weekly,"2019-05-05 00:00:00","Conventional ",1.420000000,1144314.49,477779.07,39228.33,9517.73,617789.36,215149.50,401135.83,1504.03
Midsouth,Weekly,"2019-05-05 00:00:00","Conventional ",1.190000000,4965465.31,1506323.67,1147601.16,40786.96,2270753.52,1698421.04,554505.16,17827.32
Nashville,Weekly,"2019-05-05 00:00:00","Conventional ",1.050000000,354262.00,154201.26,8230.45,704.87,191125.42,147364.48,43457.61,303.33
"New Orleans/Mobile",Weekly,"2019-05-05 00:00:00","Conventional ",1.140000000,420840.72,236149.26,25894.95,1716.38,157080.13,100716.69,50806.77,5556.67
"New York",Weekly,"2019-05-05 00:00:00","Conventional ",1.560000000,1994542.35,63060.95,1354269.05,23476.12,553736.23,467112.07,86167.49,456.67
Northeast,Weekly,"2019-05-05 00:00:00","Conventional ",1.420000000,6277857.14,358572.53,4317510.03,40041.65,1561732.93,1243644.99,315171.27,2916.67
"Northern New England",Weekly,"2019-05-05 00:00:00","Conventional ",1.110000000,834164.35,12572.08,770413.41,586.84,50592.02,28708.05,21883.97,0.00
Orlando,Weekly,"2019-05-05 00:00:00","Conventional ",1.350000000,611333.57,287434.34,18862.04,6979.89,298057.30,100343.29,197704.83,9.18
